size,time
248400,804
248500,816
248600,791
248700,804
248800,816
248900,804
249000,804
249100,816
249200,792
249300,816
249400,804
249500,816
249600,816
249700,828
249800,792
249900,816
250000,804
250100,792
250200,792
250300,804
250400,792
250500,804
250600,804
250700,792
250800,792
250900,804
251000,804
251100,804
251200,780
251300,803
251400,792
251500,828
251600,792
251700,804
251800,816
251900,804
252000,792
252100,816
252200,792
252300,804
252400,780
252500,816
252600,792
252700,804
252800,792
252900,804
253000,804
253100,804
253200,804
253300,804
253400,804
253500,804
253600,792
253700,816
253800,792
253900,816
254000,804
254100,804
254200,792
254300,792
254400,792
254500,792
254600,792
254700,804
254800,780
254900,816
255000,792
255100,816
255200,803
255300,804
255400,792
255500,816
255600,804
255700,828
255800,803
255900,864
256000,804
256100,816
256200,828
256300,815
256400,792
256500,816
256600,804
256700,828
256800,804
256900,804
257000,804
257100,828
257200,804
257300,804
257400,792
257500,816
257600,792
257700,804
257800,791
257900,804
258000,804
258100,804
258200,792
258300,816
258400,804
258500,792
258600,804
258700,816
258800,804
258900,804
259000,792
259100,804
259200,804
259300,828
259400,804
259500,804
259600,792
259700,828
259800,804
259900,804
260000,804
260100,804
260200,803
260300,816
260400,792
260500,828
260600,804
260700,815
260800,791
260900,804
261000,779
261100,816
261200,792
261300,804
261400,792
261500,804
261600,816
261700,804
261800,792
261900,804
262000,804
262100,804
262200,840
262300,852
262400,864
262500,840
262600,852
262700,864
262800,864
262900,852
263000,840
263100,852
263200,852
263300,852
263400,852
263500,852
263600,852
263700,852
263800,840
263900,864
264000,840
264100,852
264200,828
264300,840
264400,840
264500,840
264600,840
264700,864
264800,840
264900,851
265000,840
265100,840
265200,828
265300,840
265400,840
265500,864
265600,827
265700,852
265800,840
265900,840
266000,816
266100,864
266200,828
266300,840
266400,840
266500,840
266600,828
266700,852
266800,828
266900,828
267000,828
267100,852
267200,828
267300,864
267400,840
267500,852
267600,864
267700,863
267800,840
267900,852
268000,840
268100,864
268200,852
268300,852
268400,840
268500,864
268600,828
268700,864
268800,852
268900,840
269000,840
269100,864
269200,840
269300,852
269400,852
269500,852
269600,852
269700,840
269800,840
269900,864
270000,840
270100,852
270200,852
270300,864
270400,840
270500,864
270600,839
270700,852
270800,864
270900,852
271000,840
271100,852
271200,828
271300,852
271400,840
271500,852
271600,852
271700,876
271800,840
271900,864
272000,828
272100,864
272200,840
272300,852
272400,852
272500,852
272600,852
272700,852
272800,864
272900,852
273000,828
273100,852
273200,839
273300,852
273400,852
273500,864
273600,851
273700,888
273800,852
273900,852
274000,828
274100,840
274200,840
274300,863
274400,840
274500,852
274600,840
274700,852
274800,840
274900,852
275000,828
275100,864
275200,864
275300,840
275400,852
275500,852
275600,863
275700,851
275800,852
275900,852
276000,864
276100,852
276200,864
276300,864
276500,876
276600,852
276700,852
276800,840
276900,852
277000,840
277100,876
277200,852
277300,864
277400,864
277500,864
277600,839
277700,876
277800,851
277900,864
278000,852
278100,852
278200,839
278300,876
278400,852
278500,864
278600,840
278700,864
278800,852
278900,864
279000,840
279100,864
279200,840
279300,876
279400,852
279500,840
279600,851
279700,864
279800,852
279900,852
280000,828
280100,852
280200,840
280300,852
280400,840
